"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3040000","304000001019980001","1998-11-03","","03","폐업","0002","폐업","2004-03-02","","","","","0","","서울특별시 광진구 군자동 363-4   번지 ","","","우대종합동물병원","2004-03-03 09:41:34","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3040000","304000001019990001","1999-10-18","","03","폐업","0002","폐업","2003-09-26","","","","","125.4","","서울특별시 광진구 구의동 68-37번지 ","","","광진종합동물병원","2004-03-03 14:06:47","I","2018-08-31 23:59:59.0","","207526.590151138    ","449223.749584778    ","동물병원","","","000",""
"3040000","304000001019990003","1999-03-18","","03","폐업","0002","폐업","2000-02-06","","","","","45.24","","서울특별시 광진구 자양동 607-15  번지 ","","","제원동물병원","2004-03-03 14:36:39","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3040000","304000001019990004","1999-03-18","","03","폐업","0002","폐업","2001-08-04","","","","","23.8","","서울특별시 광진구 자양동 625-15  번지 ","","","자양동물병원","2004-03-03 14:37:54","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3040000","304000001019990005","1999-03-20","","03","폐업","0002","폐업","2018-12-30","","","","467-4788","65.6","","서울특별시 광진구 중곡동 231-7번지 ","서울특별시 광진구 면목로 117 (중곡동)","04911","킴스동물종합병원","2019-01-02 13:10:45","U","2019-01-04 02:40:00.0","","207003.769644514    ","451311.662974486    ","동물병원","","","000",""
"3040000","304000001020000001","2000-08-31","","03","폐업","0002","폐업","2022-03-11","","","","456-4466","96.2","","서울특별시 광진구 자양동 680 ","서울특별시 광진구 자양로 94 (자양동)","05051","시민동물병원","2022-03-14 10:43:59","U","2022-03-16 02:40:00.0","","207361.467517416    ","448213.079819462    ","동물병원","","","000","0"
"3040000","304000001020000004","2000-01-18","","03","폐업","0002","폐업","2007-05-14","","","","468-6612","80","","서울특별시 광진구 자양동 550-1번지 ","","","알프스동물병원","2007-05-14 09:54:59","I","2018-08-31 23:59:59.0","","205969.966011569    ","448175.917404606    ","동물병원","","","000",""
"3040000","304000001020010001","2001-03-05","","03","폐업","0002","폐업","2001-04-25","","","","","64.97","","서울특별시 광진구 군자동 466-20번지 ","","","팻클럽동물병원","2004-03-03 14:56:58","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3040000","304000001020010002","2001-07-04","","03","폐업","0002","폐업","2001-11-28","","","","","64.97","","서울특별시 광진구 군자동 466-20번지 ","","","팻클럽동물병원","2004-03-03 14:57:34","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3040000","304000001020020002","2002-09-05","","03","폐업","0002","폐업","2005-12-23","","","","454-3089","29.2","","서울특별시 광진구 자양동 773-9번지 ","","","황희정종합동물병원","2005-12-23 11:17:24","I","2018-08-31 23:59:59.0","","206914.759182804    ","448405.252430223    ","동물병원","","","000",""
"3040000","304000001020020004","2002-03-11","","03","폐업","0002","폐업","2002-08-30","","","","","64.97","","서울특별시 광진구 군자동 466-20  번지 2층 ","","","팻클럽동물병원","2004-03-03 14:46:44","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3040000","304000001020020005","2002-07-31","","03","폐업","0002","폐업","2007-02-09","","","","444-8111","66.77","","서울특별시 광진구 자양동 615-14번지 ","","","기린동물종합병원","2007-02-09 14:57:41","I","2018-08-31 23:59:59.0","","206789.420749807    ","447840.362082756    ","동물병원","","","000",""
"3040000","304000001020030001","2003-05-28","","03","폐업","0002","폐업","2004-03-04","","","","450-3664","1216.35","","서울특별시 광진구 화양동 1번지 ","","","건국대학교수의과대학부속동물병원","2004-03-04 11:39:50","I","2018-08-31 23:59:59.0","","206445.881091692    ","448922.881688102    ","동물병원","","","000",""
"3040000","304000001020040002","2004-09-18","","03","폐업","0002","폐업","2005-09-14","","","","465-7582","21","","서울특별시 광진구 군자동 363-4번지 ","","","우대종합동물병원","2005-09-14 10:47:06","I","2018-08-31 23:59:59.0","","206218.599101694    ","449808.490100535    ","동물병원","","","000",""
"3040000","304000001020050003","2005-09-14","","03","폐업","0002","폐업","2006-07-04","","","","465-7582","0","","서울특별시 광진구 군자동 363-4   번지 ","","","우대종합동물병원","2006-06-30 11:30:54","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3040000","304000001020060001","2006-04-21","","03","폐업","0002","폐업","2007-02-09","","","","458-7588","39.52","","서울특별시 광진구 구의동 74-10번지 ","","","행복한 동물병원","2007-02-09 14:55:42","I","2018-08-31 23:59:59.0","","207913.400006663    ","449742.390294619    ","동물병원","","","000",""
"3040000","304000001020060002","2006-05-23","","03","폐업","0002","폐업","2008-04-30","","","","","26.1","","서울특별시 광진구 자양동 553-531번지 ","","","한강시민동물병원","2008-12-22 10:53:30","I","2018-08-31 23:59:59.0","","206190.256185653    ","448027.866873885    ","동물병원","","","000",""
"3040000","304000001020070001","2007-02-09","","03","폐업","0002","폐업","2016-08-09","","","","444-8111","0","","서울특별시 광진구 자양동 615-14번지 ","서울특별시 광진구 뚝섬로 609-1 (자양동)","05063","기린동물종합병원","2016-08-09 13:39:08","I","2018-08-31 23:59:59.0","","206789.420749807    ","447840.362082756    ","동물병원","","","000",""
"3040000","304000001020070002","2007-05-15","","03","폐업","0002","폐업","2016-04-01","","","","02-468-6612","199.2","","서울특별시 광진구 자양동 550-1번지 ","서울특별시 광진구 능동로 49 (자양동)","05074","스타동물의료센터","2016-04-01 14:46:45","I","2018-08-31 23:59:59.0","","205969.966011569    ","448175.917404606    ","동물병원","","","000",""
"3040000","304000001020110004","2011-10-17","","03","폐업","0002","폐업","2014-07-30","","","","","0","","서울특별시 광진구 자양동 227-7번지 ","서울특별시 광진구 아차산로 272 (자양동)","05065","웰니스클리닉 동물병원","2014-07-30 16:53:24","I","2018-08-31 23:59:59.0","","206349.675048285    ","448396.939704285    ","동물병원","","","000",""
"3040000","304000001020150003","2015-11-03","","03","폐업","0002","폐업","","","","","457-0231","0","","서울특별시 광진구 자양동 636-29번지 ","서울특별시 광진구 뚝섬로 636 (자양동)","05100","우리동물병원","2017-10-19 16:00:31","I","2018-08-31 23:59:59.0","","207020.941426428    ","447715.520541118    ","동물병원","","","000",""
"3040000","304000001020160002","2016-09-09","","03","폐업","0002","폐업","2021-05-10","","","","6954-7582","0","","서울특별시 광진구 자양동 662-13 ","서울특별시 광진구 뚝섬로 670, 1층 (자양동)","05102","해맑은동물병원","2021-05-11 13:57:42","U","2021-06-08 02:40:00.0","","207349.510653919    ","447708.939689927    ","동물병원","","","000",""
"3040000","304000001020160003","2016-10-12","","03","폐업","0002","폐업","2021-03-03","","","","452-7975","0","","서울특별시 광진구 광장동 326-16 ","서울특별시 광진구 아차산로 608, 1층 (광장동)","04969","광장동물의료센터","2021-03-04 16:48:37","U","2021-03-06 02:40:00.0","","209336.361512026    ","449424.228821763    ","동물병원","","","000",""
"3040000","304000001020170003","2017-07-31","","03","폐업","0002","폐업","2022-05-16","","","","024610079","44.45","","","서울특별시 광진구 능동로 18, 125호 (자양동, 이튼타워리버3차)","05096","반디동물병원","2022-05-26 14:14:44","U","2022-05-28 02:40:00.0","","205945.98820137     ","447862.351973505    ","동물병원","","","000","0"
"3040000","304000001020170005","2017-10-19","","03","폐업","0002","폐업","2021-03-18","","","","02-457-0231","0","","","서울특별시 광진구 뚝섬로 636 (자양동)","05100","우리동물병원","2021-03-29 16:30:35","U","2021-03-31 02:40:00.0","","207020.941426428    ","447715.520541118    ","동물병원","","","000",""
"3040000","304000001020040004","2004-06-21","","03","폐업","0002","폐업","2005-12-21","","","","457-7522","0","","서울특별시 광진구 광장동 329-1번지 ","","","산마루동물병원","2005-12-21 15:45:39","I","2018-08-31 23:59:59.0","","209301.892401996    ","449461.537061824    ","동물병원","","","000",""
"3040000","304000001020040006","2004-10-12","","03","폐업","0002","폐업","2006-01-13","","","","458-0075","34","","서울특별시 광진구 중곡동 124-41  번지 ","","","정동물병원","2006-01-13 15:04:23","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3040000","304000001020140002","2014-08-05","","03","폐업","0002","폐업","2017-03-28","","","","2024-1253","","","서울특별시 광진구 자양동 ","서울특별시 광진구 아차산로 272, 지하1층 (자양동, 이마트 자양점)","05065","쿨펫동물병원","2017-03-28 09:25:37","I","2018-08-31 23:59:59.0","","206349.675048285    ","448396.939704285    ","동물병원","","","000",""
"3040000","304000001020140003","2014-11-17","","03","폐업","0002","폐업","2015-11-11","","","","02-452-0075","121.03","","서울특별시 광진구 자양동 631-20번지 ","서울특별시 광진구 자양로13길 61, 1층 (자양동)","05058","양지동물병원","2015-11-11 14:14:05","I","2018-08-31 23:59:59.0","","207128.487791769    ","447945.958476974    ","동물병원","","","000",""
"3040000","304000001020150001","2015-01-02","","03","폐업","0002","폐업","2015-10-31","","","","457-0231","","","서울특별시 광진구 자양동 636-29번지 ","서울특별시 광진구 뚝섬로 636 (자양동)","05100","우리동물병원","2015-10-28 08:21:00","I","2018-08-31 23:59:59.0","","207020.941426428    ","447715.520541118    ","동물병원","","","000",""
"3040000","304000001020150002","2015-07-21","","03","폐업","0002","폐업","2021-06-30","","","","452-1119","0","","서울특별시 광진구 구의동 70-28 202호","서울특별시 광진구 자양로 246, 202호 (구의동)","04975","좋은동물병원","2021-07-07 09:08:59","U","2021-07-09 02:40:00.0","","207813.905421626    ","449567.216736181    ","동물병원","","","000","0"
"3040000","304000001020100001","2010-01-19","","03","폐업","0002","폐업","2012-01-26","","","","","0","","서울특별시 광진구 자양동 612-48  번지 ","","","혜민동물병원","2012-01-26 17:39:46","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3040000","304000001020110003","2011-07-19","","03","폐업","0002","폐업","2017-07-28","","","","461-0079","44.45","","서울특별시 광진구 자양동 855번지 ","서울특별시 광진구 능동로 18 (자양동)","05096","반디동물병원","2017-07-28 17:47:13","I","2018-08-31 23:59:59.0","","205945.98820137     ","447862.351973505    ","동물병원","","","000",""
"3040000","304000001019950003","1995-06-22","","03","폐업","0002","폐업","2014-04-09","","","","457-0231","36.3","","서울특별시 광진구 자양동 616-38번지 ","서울특별시 광진구 뚝섬로 619 (자양동)","05063","펫프라자동물병원","2014-04-09 17:26:52","I","2018-08-31 23:59:59.0","","206875.368330849    ","447806.898720865    ","동물병원","","","000",""
"3040000","304000001019950002","1995-03-01","","03","폐업","0002","폐업","2008-06-30","","","","464-2748","40","","서울특별시 광진구 자양동 236-127번지 ","","","가람동물병원","2008-12-22 10:41:58","I","2018-08-31 23:59:59.0","","205390.463339147    ","448294.665199062    ","동물병원","","","000",""
"3040000","304000001020040005","2004-09-07","","03","폐업","0002","폐업","2023-08-01","","","","452-7580","30.62","","서울특별시 광진구 구의동 53-9 ","서울특별시 광진구 천호대로 663 (구의동)","04954","아차산동물병원","2023-08-01 09:48:23","U","2023-08-03 02:40:00.0","","207903.068321627    ","449950.902116323    ","동물병원","","","000","0"
"3040000","304000001020030002","2003-08-18","","04","취소/말소/만료/정지/중지","0004","말소","","","","","3437-1673","28","","서울특별시 광진구 자양동 219-18번지 ","","","Pet 동물병원","2007-10-12 09:29:11","I","2018-08-31 23:59:59.0","","207116.537060087    ","448287.662138508    ","동물병원","","","000",""
"3050000","305000001020200001","2020-01-10","","01","영업/정상","0000","정상","","","","","02-2213-0075","128.78","","서울특별시 동대문구 장안동 435-6번지 ","서울특별시 동대문구 장한로 44, 1층 (장안동)","02643","아인스동물병원","2020-01-10 13:12:44","I","2020-01-12 00:23:25.0","","205883.994796584    ","451422.978298566    ","동물병원","","","000",""
"3050000","305000001020170003","2017-11-06","","01","영업/정상","0000","정상","","","","","02-2212-7596","0","","서울특별시 동대문구 장안동 330-2 ","서울특별시 동대문구 답십리로 293, 1층 (장안동)","02523","현대종합동물병원","2024-01-17 14:56:37","U","2024-01-20 02:40:00.0","","206384.176300093    ","452248.684634996    ","동물병원","","","000","0"
"3050000","305000001020210001","2021-05-07","","01","영업/정상","0000","정상","","","","","02-3394-7075","0","","서울특별시 동대문구 답십리동 3-125 ","서울특별시 동대문구 답십리로 224-1 (답십리동)","02610","땅콩동물병원","2024-02-27 09:12:28","U","2024-02-29 02:40:00.0","","205696.046346636    ","452256.64849964     ","동물병원","","","000","0"
"3050000","305000001020070001","2007-05-11","","01","영업/정상","0000","정상","","","","","02-2234-1379","0","","서울특별시 동대문구 신설동 109-13번지 청계천 대성 스카이렉스1 ","서울특별시 동대문구 청계천로 417, 108호 (신설동, 청계천 대성 스카이렉스1)","02586","맑은 동물병원","2019-03-07 11:03:31","U","2019-03-09 02:40:00.0","","202042.817335648    ","452190.100421552    ","동물병원","","","000",""
"3050000","305000001020100001","2010-06-29","","01","영업/정상","0000","정상","","","","","02-957-7075","41.8","","서울특별시 동대문구 용두동 790번지 롯데캐슬피렌체 ","서울특별시 동대문구 정릉천동로 58, 1층 125호 (용두동, 롯데캐슬피렌체)","02566","그린동물병원","2019-03-07 11:02:34","U","2019-03-09 02:40:00.0","","203085.866786086    ","452766.014195644    ","동물병원","","","000",""
"3050000","305000001020110001","2011-11-25","","01","영업/정상","0000","정상","","","","","02-3295-3927","49.5","","서울특별시 동대문구 용두동 38-17번지 ","서울특별시 동대문구 고산자로 393-5 (용두동)","02566","엘동물병원","2019-03-07 11:16:37","U","2019-03-09 02:40:00.0","","203254.520083136    ","452487.042671279    ","동물병원","","","000",""
"3050000","305000001020130003","2013-03-26","","01","영업/정상","0000","정상","","","","","02-2242-7975","0","","서울특별시 동대문구 전농동 652-1번지 ","서울특별시 동대문구 답십리로 77 (전농동)","02552","제연동물병원","2019-03-07 11:30:37","U","2019-03-09 02:40:00.0","","204313.869527831    ","452538.14193671     ","동물병원","","","000",""
"3050000","305000001020130005","2013-06-11","","01","영업/정상","0000","정상","","","","","02-2249-7600","0","","서울특별시 동대문구 장안동 140-8 ","서울특별시 동대문구 답십리로63길 1(장안동)","02529","페트로동물의료원","2022-11-01 17:06:31","U","2022-11-03 02:40:00.0","","205911.321964079    ","452287.844106267    ","동물병원","","","000","0"
"3050000","305000001020140001","2014-05-27","","01","영업/정상","0000","정상","","","","","02-6242-7500","0","","서울특별시 동대문구 휘경동 267-84 ","서울특별시 동대문구 망우로 66 (휘경동)","02496","하나동물병원","2021-03-08 18:16:31","U","2021-03-10 02:40:00.0","","205314.479215834    ","454133.191843723    ","동물병원","","","000",""
"3050000","305000001020140002","2014-05-27","","01","영업/정상","0000","정상","","","","","02-969-7579","0","","서울특별시 동대문구 회기동 62-8번지 ","서울특별시 동대문구 회기로18길 46 (회기동)","02460","봄봄동물병원","2019-03-07 11:06:20","U","2019-03-09 02:40:00.0","","204704.034122842    ","454227.304386333    ","동물병원","","","000",""
"3050000","305000001020160001","2016-05-24","","01","영업/정상","0000","정상","","","","","02-2242-0175","0","","서울특별시 동대문구 장안동 483 ","서울특별시 동대문구 한천로 164, 1층 (장안동)","02529","스마트동물병원","2023-07-05 14:47:17","U","2023-07-07 02:40:00.0","","205908.898385821    ","452581.997774717    ","동물병원","","","000","0"
"3050000","305000001020170001","2017-03-23","","01","영업/정상","0000","정상","","","","","02-965-0075","0","","서울특별시 동대문구 이문동 292-10번지 이문동 웰츠타워 ","서울특별시 동대문구 이문로 136, 2층 208호 (이문동, 이문동 웰츠타워)","02418","바론동물병원","2019-06-26 09:35:52","U","2019-06-28 02:40:00.0","","205396.363734301    ","455131.683241064    ","동물병원","","","000",""
"3050000","305000001020170002","2017-08-02","","01","영업/정상","0000","정상","","","","","02-2213-8875","0","","서울특별시 동대문구 답십리동 1003-2번지 세기프라자 ","서울특별시 동대문구 답십리로 140, 세기프라자 2층 211호 (답십리동)","02598","더케이동물병원","2019-03-07 11:16:08","U","2019-03-09 02:40:00.0","","204845.874285687    ","452243.87695363     ","동물병원","","","000",""
"3050000","305000001020180001","2018-06-14","","01","영업/정상","0000","정상","","","","","02-2242-7510","59.04","","서울특별시 동대문구 답십리동 490-57번지 ","서울특별시 동대문구 전농로 15-3 (답십리동)","02605","하이유 동물병원","2019-03-07 11:14:41","U","2019-03-09 02:40:00.0","","204869.688144425    ","451594.33252299     ","동물병원","","","000",""
"3050000","305000001020220001","2022-04-26","","01","영업/정상","0000","정상","","","","","0262170202","","","서울특별시 동대문구 답십리동 259-22","서울특별시 동대문구 전농로 57-1, 1층,2층,지하1층 동대문 루시드 동물메디컬센터 (답십리동)","02600","24시 동대문 루시드 동물메디컬센터","2025-07-25 14:34:36","U","2024-12-06 22:07:00.0","","204958.890769622","451983.572742918","","","","",""
"3050000","305000001019900002","1990-08-01","","01","영업/정상","0000","정상","","","","","02-2244-7755","26","","서울특별시 동대문구 휘경동 34-48번지 ","서울특별시 동대문구 망우로 120 (휘경동)","02501","심재웅동물병원","2019-03-07 11:05:24","U","2019-03-09 02:40:00.0","","205804.989007148    ","454312.287025523    ","동물병원","","","000",""
"3050000","305000001019970001","1997-05-09","","01","영업/정상","0000","정상","","","","","02-2244-7479","60.83","","서울특별시 동대문구 장안동 100-8번지 ","서울특별시 동대문구 사가정로 221 (장안동)","02518","박철환동물병원","2019-03-07 11:13:16","U","2019-03-09 02:40:00.0","","206086.591362203    ","452959.773010702    ","동물병원","","","000",""
"3050000","305000001019980001","1998-02-10","","01","영업/정상","0000","정상","","","","","02-2212-5233","348","","서울특별시 동대문구 장안동 186-12번지 ","서울특별시 동대문구 한천로 94, 1층 (장안동)","02626","뉴월드동물병원","2019-04-25 09:26:03","U","2019-04-27 02:40:00.0","","205631.56459772     ","451925.907664051    ","동물병원","","","000",""
"3050000","305000001019990001","1999-04-14","","01","영업/정상","0000","정상","","","","","02-2214-6129","0","","서울특별시 동대문구 답십리동 250-1 ","서울특별시 동대문구 전농로 77(답십리동)","02599","그랜드동물병원","2022-04-29 10:18:34","U","2022-05-01 02:40:00.0","","204974.829709532    ","452169.781296696    ","동물병원","","","000","0"
"3050000","305000001019990002","1999-08-18","","01","영업/정상","0000","정상","","","","","02-967-0877","23.28","","서울특별시 동대문구 이문동 324-3 ","서울특별시 동대문구 이문로 80 (이문동)","02440","애니케어동물병원","2021-10-12 11:08:19","U","2021-10-14 02:40:00.0","","205129.365335764    ","454637.821983342    ","동물병원","","","000","0"
"3050000","305000001019990003","1999-08-26","","01","영업/정상","0000","정상","","","","","02-963-7582","49.8","","서울특별시 동대문구 청량리동 359번지 ","서울특별시 동대문구 홍릉로 48-1, 1층 (청량리동)","02484","푸른종합동물병원","2020-01-09 11:18:54","U","2020-01-11 02:40:00.0","","203823.018467941    ","453587.707759897    ","동물병원","","","000",""
"3050000","305000001020010001","2001-05-02","","01","영업/정상","0000","정상","","","","","02-2215-2022","83.2","","서울특별시 동대문구 장안동 307-3번지 ","서울특별시 동대문구 장한로 139 (장안동)","02530","장평25시동물종합병원","2019-03-07 11:08:36","U","2019-03-09 02:40:00.0","","206237.158132452    ","452292.449080256    ","동물병원","","","000",""
"3050000","305000001020030001","2003-10-24","","01","영업/정상","0000","정상","","","","","02-925-3686","90","","서울특별시 동대문구 용두동 732-5번지 ","서울특별시 동대문구 안암로 40, 1층 (용두동)","02578","안암동물병원","2019-03-07 11:04:01","U","2019-03-09 02:40:00.0","","202296.946950935    ","453139.055096553    ","동물병원","","","000",""
"3050000","305000001020040001","2004-03-30","","01","영업/정상","0000","정상","","","","","02-2244-1081","94.3","","서울특별시 동대문구 전농동 38-24번지 ","서울특별시 동대문구 사가정로 121 (전농동)","02507","주주동물병원","2019-03-07 11:12:41","U","2019-03-09 02:40:00.0","","205096.03189952     ","452842.927086522    ","동물병원","","","000",""
"3050000","305000001020050004","2005-10-25","","01","영업/정상","0000","정상","","","","","02-960-7501","92.16","","서울특별시 동대문구 청량리동 400번지 ","서울특별시 동대문구 홍릉로 64-1 (청량리동)","02484","디아크동물병원","2019-03-07 11:04:30","U","2019-03-09 02:40:00.0","","203775.346834306    ","453738.49406193     ","동물병원","","","000",""
"3050000","305000001020200002","2020-09-16","","01","영업/정상","0000","정상","","","","","02-2217-8930","0","","서울특별시 동대문구 답십리동 52-3 ","서울특별시 동대문구 전농로 80, 1층 (답십리동)","02606","아이원 동물병원","2023-06-26 16:28:07","U","2023-06-28 02:40:00.0","","205018.210432587    ","452185.824073309    ","동물병원","","","000","0"
"3050000","305000001020230001","2023-09-21","","01","영업/정상","0000","정상","","","","","02-921-2413","552.09","","서울특별시 동대문구 용두동 726-1 ","서울특별시 동대문구 무학로 201 (용두동)","02578","서울동물복지지원센터 동대문 동물병원","2025-02-04 13:34:07","U","2025-02-06 02:40:00.0","","202523.469147286    ","453317.110098416    ","동물병원","","","O00","0"
"3050000","305000001020240001","2024-11-21","","01","영업/정상","0000","정상","","","","","0232937582","76.91","","서울특별시 동대문구 전농동 620-15 청량리역 우남SL타워300 ","서울특별시 동대문구 왕산로 186, 청량리역 우남SL타워300 218, 219호 (전농동)","02559","청량리 슬기 동물병원","2024-11-21 11:58:03","I","2024-11-23 00:11:56.0","","203816.673034515    ","453023.128996239    ","동물병원","","","000","0"
"3050000","305000001020250001","2025-02-12","","01","영업/정상","0000","정상","","","","","0221380514","","","서울특별시 동대문구 이문동 257-42 래미안라그란데아파트 ","서울특별시 동대문구 이문로35길 12, 상가 C동 102호 (이문동, 래미안라그란데아파트)","02404","이즈 동물병원","2025-02-12 15:14:04","I","2025-02-14 00:11:18.0","","205249.265435832    ","455308.651763587    ","동물병원","","","000","0"
"3050000","305000001020060003","2006-04-17","","03","폐업","0002","폐업","2014-05-14","","","","969-7582","44.44","","서울특별시 동대문구 이문동 292-33  번지 1층 ","","","사랑동물병원","2014-05-27 13:10:17","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3050000","305000001020060004","2006-06-26","","03","폐업","0002","폐업","2006-09-15","","","","2144-4858","0","","서울특별시 동대문구 장안동 216-6   번지 ","","","우리동물병원","2006-09-15 10:22:40","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3050000","305000001020060005","2006-09-15","","03","폐업","0002","폐업","2007-07-02","","","","2214-4858","27.81","","서울특별시 동대문구 장안동 216-6번지 ","","","우리동물병원","2007-07-02 11:48:03","I","2018-08-31 23:59:59.0","","205546.429998423    ","451528.662982457    ","동물병원","","","000",""
"3050000","305000001020070002","2007-08-24","","03","폐업","0002","폐업","2016-12-31","","","","2115-1960","57.39","","서울특별시 동대문구 장안동 368-1번지 ","서울특별시 동대문구 답십리로 288 (장안동)","02637","쿨펫동물병원-장안점","2019-04-09 13:47:11","U","2019-04-11 02:40:00.0","","206325.349431713    ","452184.2101607      ","동물병원","","","000",""
"3050000","305000001020120001","2012-10-23","","03","폐업","0002","폐업","2013-03-31","","","","","45","","서울특별시 동대문구 답십리동 267-4번지 2층 ","서울특별시 동대문구 전농로 43 (답십리동)","02600","동물사랑실천병원","2014-05-27 13:04:55","I","2018-08-31 23:59:59.0","","204938.606178613    ","451837.810451383    ","동물병원","","","000",""
"3050000","305000001020130001","2013-01-03","","03","폐업","0002","폐업","2014-05-22","","","","02-923-5291","25.79","","서울특별시 동대문구 용두동 100-5번지 1층 ","서울특별시 동대문구 왕산로 94 (용두동)","02585","제이동물병원","2014-05-27 13:11:09","I","2018-08-31 23:59:59.0","","202897.628746121    ","452834.682253792    ","동물병원","","","000",""
"3050000","305000001020130002","2013-01-16","","03","폐업","0002","폐업","2017-01-12","","","","3707-1582","0","","서울특별시 동대문구 장안동 374-3번지 2층 ","서울특별시 동대문구 장한로 77 (장안동)","02625","러브펫동물병원","2017-01-12 13:40:45","I","2018-08-31 23:59:59.0","","205982.759360923    ","451734.237203662    ","동물병원","","","000",""
"3050000","305000001020140003","2014-10-16","","03","폐업","0002","폐업","2020-01-31","","","","02-2213-0075","0","","서울특별시 동대문구 장안동 435-6번지 ","서울특별시 동대문구 장한로 44 (장안동)","02643","아인스동물병원","2020-01-09 10:55:11","U","2020-01-11 02:40:00.0","","205883.994796584    ","451422.978298566    ","동물병원","","","000",""
"3050000","305000001020160002","2016-08-24","","03","폐업","0002","폐업","2017-11-06","","","","02-2212-7596","0","","","서울특별시 동대문구 답십리로 293, 1층 (장안동)","02523","현대종합동물병원","2017-11-06 15:14:05","I","2018-08-31 23:59:59.0","","206384.176300093    ","452248.684634996    ","동물병원","","","000",""
"3050000","305000001019660001","1966-02-21","","03","폐업","0002","폐업","2006-07-25","","","","2212-3075","25","","서울특별시 동대문구 답십리동 472-5   번지 ","","","경동동물병원","2006-07-25 11:08:37","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3050000","305000001019900001","1990-04-27","","03","폐업","0002","폐업","2012-12-14","","","","923-5291","20.49","","서울특별시 동대문구 용두동 100-5번지 ","","","성동동물병원","2012-12-14 15:37:15","I","2018-08-31 23:59:59.0","","202897.628746121    ","452834.682253792    ","동물병원","","","000",""
"3050000","305000001019910001","1991-12-19","","03","폐업","0002","폐업","2010-03-17","","","","2246-4993","60.06","","서울특별시 동대문구 장안동 294-13번지 ","","","하니동물병원","2010-03-19 17:30:47","I","2018-08-31 23:59:59.0","","206009.398083252    ","452281.178560624    ","동물병원","","","000",""
"3050000","305000001019920001","1992-03-13","","03","폐업","0002","폐업","2007-07-06","","","","969-6550","21.3","","서울특별시 동대문구 청량리동 376번지 ","","","홍릉동물병원","2007-07-06 11:05:34","I","2018-08-31 23:59:59.0","","203783.105944899    ","453711.603342379    ","동물병원","","","000",""
"3050000","305000001020040002","2004-05-28","","03","폐업","0002","폐업","2009-07-09","","","","2215-2367","46.4","","서울특별시 동대문구 휘경동 77-8번지 ","","","휘경동물병원","2009-08-12 16:23:17","I","2018-08-31 23:59:59.0","","205517.193083814    ","454265.052245815    ","동물병원","","","000",""
"3050000","305000001020040005","2004-07-26","","03","폐업","0002","폐업","2013-05-23","","","2013-05-23","02-2215-7522","85","","서울특별시 동대문구 장안동 335-3번지 ","서울특별시 동대문구 답십리로 298 (장안동)","02637","VIP동물의료센터","2020-01-31 10:50:20","U","2020-02-02 02:40:00.0","","206428.347543061    ","452188.561342823    ","동물병원","","","L00",""
"3050000","305000001020050001","2005-01-04","","03","폐업","0002","폐업","2010-02-17","","","","969-0075","33.3","","서울특별시 동대문구 이문동 254-4번지 ","","","태양종합동물병원","2010-02-17 18:16:43","I","2018-08-31 23:59:59.0","","205424.949299884    ","455714.48034047     ","동물병원","","","000",""
"3050000","305000001020050002","2005-03-31","","03","폐업","0002","폐업","2020-05-04","","","","02-923-0075","0","","서울특별시 동대문구 제기동 146-11번지 ","서울특별시 동대문구 안암로 102, 1층 (제기동)","02474","정다운동물병원","2020-05-07 14:34:01","U","2020-05-09 02:40:00.0","","202719.456602603    ","453591.695526622    ","동물병원","","","000",""
"3050000","305000001020050003","2005-08-18","","03","폐업","0002","폐업","2017-11-17","","","","966-4475","79.5","","서울특별시 동대문구 청량리동 520-44  번지 ","","","애니펫동물병원","2017-12-11 14:05:49","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3050000","305000001020060001","2006-02-16","","03","폐업","0002","폐업","2017-02-17","","","","2215-7582","59.4","","서울특별시 동대문구 전농동 26-13번지 ","","","전농종합동물병원","2017-02-23 10:20:21","I","2018-08-31 23:59:59.0","","205045.113789624    ","452623.143798554    ","동물병원","","","000",""
